Besys	Nivå 1 kode	col_2	col_3	Nivå 2 beskrivelse	Trinn	Sammensatt_kode	Verdi	Type	RS	Nivå 2 kode ny	Tags	Nivå 2 tags
4	TS	Trestørrelse	SOzz-TS	Totalantall store trær - Asal (Sorbus-arter unntatt rogn)    	5	4TS-SOzz-TS_5	8-16 per daa	T4/daa	4	4TS-SOzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	T0	Totalt treantall 	5	4TS-T0_5	8-16 per daa	T4/daa	4	4TS-T0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TAba-TS	Totalantall store trær - Barlind (Taxus baccata)     	5	4TS-TAba-TS_5	8-16 per daa	T4/daa	4	4TS-TAba-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TIco-TS	Totalantall store trær - Lind (Tilia cordata)     	5	4TS-TIco-TS_5	8-16 per daa	T4/daa	4	4TS-TIco-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TS	Totalantall store trær	5	4TS-TS_5	8-16 per daa	T4/daa	4	4TS-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ULgl-TS	Totalantall store trær - Alm (Ulmus glabra)     	5	4TS-ULgl-TS_5	8-16 per daa	T4/daa	4	4TS-ULgl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D0	Antall svært små trær, med dbh (diameter i brysthøyde) < 5 cm (per treslag)	5	4TS-XY-GD-D0_5	8-16 per daa	T4/daa	4	4TS-XY-GD-D0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D1	Antall små trær, med 5 cm < dbh  < 10 cm (per treslag)	5	4TS-XY-GD-D1_5	8-16 per daa	T4/daa	4	4TS-XY-GD-D1	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D2	Antall nokså små trær, med 10 cm < dbh  < 20 cm (per treslag)	5	4TS-XY-GD-D2_5	8-16 per daa	T4/daa	4	4TS-XY-GD-D2	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D3	Antall nokså store trær, med 20 cm < dbh  < 30 cm (per treslag)	5	4TS-XY-GD-D3_5	8-16 per daa	T4/daa	4	4TS-XY-GD-D3	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D4	Antall store trær, med 30 cm < dbh  < 40 cm (per treslag)	5	4TS-XY-GD-D4_5	8-16 per daa	T4/daa	4	4TS-XY-GD-D4	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D5	Antall svært store trær, med 40 cm < dbh  < 80 cm (per treslag)	5	4TS-XY-GD-D5_5	8-16 per daa	T4/daa	4	4TS-XY-GD-D5	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D6	Antall kjemper, med dbh  > 80 cm (per treslag)	5	4TS-XY-GD-D6_5	8-16 per daa	T4/daa	4	4TS-XY-GD-D6	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T0	Totalt treantall  (per treslag)	5	4TS-XY-T0_5	8-16 per daa	T4/daa	4	4TS-XY-T0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T1	Totalantall trær som er små eller større enn små (antall trær med dbh > 5 cm)  (per treslag)	5	4TS-XY-T1_5	8-16 per daa	T4/daa	4	4TS-XY-T1	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T2	Totalantall trær som er nokså små eller større enn nokså små (antall trær med dbh > 10 cm)  (per treslag)	5	4TS-XY-T2_5	8-16 per daa	T4/daa	4	4TS-XY-T2	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T3	Totalantall trær som er nokså store eller større enn nokså store (antall trær med dbh > 20 cm)  (per treslag)	5	4TS-XY-T3_5	8-16 per daa	T4/daa	4	4TS-XY-T3	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T4	Totalantall store trær og trær som er større enn store (antall trær med dbh > 30 cm)  (per treslag)	5	4TS-XY-T4_5	8-16 per daa	T4/daa	4	4TS-XY-T4	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T5	Totalantall svært store trær og kjemper (antall trær med dbh > 40 cm)  (per treslag)	5	4TS-XY-T5_5	8-16 per daa	T4/daa	4	4TS-XY-T5	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-TS	Totalantall store trær (per treslag)	5	4TS-XY-TS_5	8-16 per daa	T4/daa	4	4TS-XY-TS	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	0	Totalantall stående døde trær	X	4DG-0_X	ikke registrert	T4/daa	4	4DG-0	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	M-0	Middels dimensjon (10–30 cm) - Alle treslag	X	4DG-M-0_X	ikke registrert	T4/daa	4	4DG-M-0	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	M-B	Middels dimensjon (10–30 cm) - Bartrær	X	4DG-M-B_X	ikke registrert	T4/daa	4	4DG-M-B	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	M-L	Middels dimensjon (10–30 cm) - Lauvtrær	X	4DG-M-L_X	ikke registrert	T4/daa	4	4DG-M-L	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	S-0	Stor dimensjon (> 30 cm) - Alle treslag	X	4DG-S-0_X	ikke registrert	T4/daa	4	4DG-S-0	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	S-B	Stor dimensjon (> 30 cm) - Bartrær	X	4DG-S-B_X	ikke registrert	T4/daa	4	4DG-S-B	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	S-L	Stor dimensjon (> 30 cm) - Lauvtrær	X	4DG-S-L_X	ikke registrert	T4/daa	4	4DG-S-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	0	Totalantall liggende dødvedenheter	X	4DL-0_X	ikke registrert	T4/daa	4	4DL-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	0-B	Totalantall liggende dødvedenheter - Bartrær	X	4DL-0-B_X	ikke registrert	T4/daa	4	4DL-0-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	0-L	Totalantall liggende dødvedenheter - Lauvtrær	X	4DL-0-L_X	ikke registrert	T4/daa	4	4DL-0-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	L	Stor dimensjon (> 30 cm) - Totalantall lite nedbrutte dødvedenheter	X	4DL-L_X	ikke registrert	T4/daa	4	4DL-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	ML-0	Middels dimensjon (10–30 cm), lite nedbrutt - Alle treslag	X	4DL-ML-0_X	ikke registrert	T4/daa	4	4DL-ML-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	ML-B	Middels dimensjon (10–30 cm), lite nedbrutt - Bartrær	X	4DL-ML-B_X	ikke registrert	T4/daa	4	4DL-ML-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	ML-L	Middels dimensjon (10–30 cm), lite nedbrutt - Lauvtrær	X	4DL-ML-L_X	ikke registrert	T4/daa	4	4DL-ML-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	MS-0	Middels dimensjon (10–30 cm), sterkt nedbrutt  - Alle treslag	X	4DL-MS-0_X	ikke registrert	T4/daa	4	4DL-MS-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	MS-B	Middels dimensjon (10–30 cm), sterkt nedbrutt  - Bartrær	X	4DL-MS-B_X	ikke registrert	T4/daa	4	4DL-MS-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	MS-L	Middels dimensjon (10–30 cm), sterkt nedbrutt  - Lauvtrær	X	4DL-MS-L_X	ikke registrert	T4/daa	4	4DL-MS-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	S	Stor dimensjon (> 30 cm) - Totalantall sterkt nedbrutte dødvedenheter	X	4DL-S_X	ikke registrert	T4/daa	4	4DL-S	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SL-0	Stor dimensjon (> 30 cm), lite nedbrutt  - Alle treslag	X	4DL-SL-0_X	ikke registrert	T4/daa	4	4DL-SL-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SL-B	Stor dimensjon (> 30 cm), lite nedbrutt  - Bartrær	X	4DL-SL-B_X	ikke registrert	T4/daa	4	4DL-SL-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SL-L	Stor dimensjon (> 30 cm), lite nedbrutt  - Lauvtrær	X	4DL-SL-L_X	ikke registrert	T4/daa	4	4DL-SL-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SS-0	Stor dimensjon (> 30 cm), sterkt nedbrutt  - Alle treslag	X	4DL-SS-0_X	ikke registrert	T4/daa	4	4DL-SS-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SS-B	Stor dimensjon (> 30 cm), sterkt nedbrutt  - Bartrær	X	4DL-SS-B_X	ikke registrert	T4/daa	4	4DL-SS-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SS-L	Stor dimensjon (> 30 cm), sterkt nedbrutt  - Lauvtrær	X	4DL-SS-L_X	ikke registrert	T4/daa	4	4DL-SS-L	Trinn	Kilde til variasjon
4	RV	Rotvelt	0	Alle rotvelter	X	4RV-0_X	ikke registrert	T4/daa	4	4RV-0	Trinn	Kilde til variasjon
4	RV	Rotvelt	RL	Liten rotvelt	X	4RV-RL_X	ikke registrert	T4/daa	4	4RV-RL	Trinn	Kilde til variasjon
4	RV	Rotvelt	RS	Stor rotvelt	X	4RV-RS_X	ikke registrert	T4/daa	4	4RV-RS	Trinn	Kilde til variasjon
4	TG	Gammelt tre	0	Totalantall gamle trær	X	4TG-0_X	ikke registrert	T4/daa	4	4TG-0	Trinn	Kilde til variasjon
4	TG	Gammelt tre	AB	Totalantall gamle trær - Edelgranslekta (Abies spp.)     	X	4TG-AB_X	ikke registrert	T4/daa	4	4TG-AB	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ACpl	Totalantall gamle trær - Spisslønn (Acer platanoides)     	X	4TG-ACpl_X	ikke registrert	T4/daa	4	4TG-ACpl	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ACps	Totalantall gamle trær - Platanlønn (Acer pseudoplatanus)     	X	4TG-ACps_X	ikke registrert	T4/daa	4	4TG-ACps	Trinn	Kilde til variasjon
4	TG	Gammelt tre	AEhi	Totalantall gamle trær - Hestekastanje (Aesculus hippocastanum)     	X	4TG-AEhi_X	ikke registrert	T4/daa	4	4TG-AEhi	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ALgl	Totalantall gamle trær - Svartor (Alnus glutinosus)     	X	4TG-ALgl_X	ikke registrert	T4/daa	4	4TG-ALgl	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ALin	Totalantall gamle trær - Gråor (Alnus incana)     	X	4TG-ALin_X	ikke registrert	T4/daa	4	4TG-ALin	Trinn	Kilde til variasjon
4	TG	Gammelt tre	BE	Totalantall gamle trær - Bjørkeslekta (Betula spp.)     	X	4TG-BE_X	ikke registrert	T4/daa	4	4TG-BE	Trinn	Kilde til variasjon
4	TG	Gammelt tre	BEpe	Totalantall gamle trær - Hengebjørk (Betula pendula)     	X	4TG-BEpe_X	ikke registrert	T4/daa	4	4TG-BEpe	Trinn	Kilde til variasjon
4	TG	Gammelt tre	BEpu	Totalantall gamle trær - Bjørk (Betula pubescens)     	X	4TG-BEpu_X	ikke registrert	T4/daa	4	4TG-BEpu	Trinn	Kilde til variasjon
4	TG	Trestørrelse	BL	Totalantall gamle trær - Boreale lauvtrær	X	4TG-BL_X	ikke registrert	T4/daa	4	4TG-BL	Trinn	Kilde til variasjon
4	TG	Gammelt tre	COav	Totalantall gamle trær - Hassel (Corylus avellana)     	X	4TG-COav_X	ikke registrert	T4/daa	4	4TG-COav	Trinn	Kilde til variasjon
4	TG	Trestørrelse	EL	Totalantall gamle trær - Edellauvtrær	X	4TG-EL_X	ikke registrert	T4/daa	4	4TG-EL	Trinn	Kilde til variasjon
4	TG	Gammelt tre	FAsy	Totalantall gamle trær - Bøk (Fagus sulvatica)     	X	4TG-FAsy_X	ikke registrert	T4/daa	4	4TG-FAsy	Trinn	Kilde til variasjon
4	TG	Trestørrelse	FB	Totalantall gamle trær - Fremmede bartrær	X	4TG-FB_X	ikke registrert	T4/daa	4	4TG-FB	Trinn	Kilde til variasjon
4	TG	Gammelt tre	FRex	Totalantall gamle trær - Ask (Fraxinus excelsior)     	X	4TG-FRex_X	ikke registrert	T4/daa	4	4TG-FRex	Trinn	Kilde til variasjon
4	TG	Gammelt tre	FUal	Totalantall gamle trær - Trollhegg (Frangula alnus)     	X	4TG-FUal_X	ikke registrert	T4/daa	4	4TG-FUal	Trinn	Kilde til variasjon
4	TG	Trestørrelse	GF	Totalantall gamle trær - Gran eller furu	X	4TG-GF_X	ikke registrert	T4/daa	4	4TG-GF	Trinn	Kilde til variasjon
4	TG	Gammelt tre	LA	Totalantall gamle trær - Lerk (Larix spp.)     	X	4TG-LA_X	ikke registrert	T4/daa	4	4TG-LA	Trinn	Kilde til variasjon
4	TG	Gammelt tre	MAsy	Totalantall gamle trær - Eple (Malus sylvestris)     	X	4TG-MAsy_X	ikke registrert	T4/daa	4	4TG-MAsy	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PIab	Totalantall gamle trær - Gran (Picea abies)     	X	4TG-PIab_X	ikke registrert	T4/daa	4	4TG-PIab	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PIzz	Totalantall gamle trær - Innførte gran-arter (Picea spp., inkl. sitkagran P. sitchensis)	X	4TG-PIzz_X	ikke registrert	T4/daa	4	4TG-PIzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	POtr	Totalantall gamle trær - Osp (Populus tremula)     	X	4TG-POtr_X	ikke registrert	T4/daa	4	4TG-POtr	Trinn	Kilde til variasjon
4	TG	Gammelt tre	POzz	Totalantall gamle trær - Innførte poppel-arter (Populus spp.)    	X	4TG-POzz_X	ikke registrert	T4/daa	4	4TG-POzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRce	Totalantall gamle trær - Kirsebær og morell (Prunus subg. Cerasus)  	X	4TG-PRce_X	ikke registrert	T4/daa	4	4TG-PRce	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRdo	Totalantall gamle trær - Plomme (Prunus domestica)     	X	4TG-PRdo_X	ikke registrert	T4/daa	4	4TG-PRdo	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRpa	Totalantall gamle trær - Hegg (Prunus padus)     	X	4TG-PRpa_X	ikke registrert	T4/daa	4	4TG-PRpa	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRsp	Totalantall gamle trær - Slåpetorn (Prunus spinosa)     	X	4TG-PRsp_X	ikke registrert	T4/daa	4	4TG-PRsp	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PUsy	Totalantall gamle trær - Furu (Pinus sylvestris)     	X	4TG-PUsy_X	ikke registrert	T4/daa	4	4TG-PUsy	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PUzz	Totalantall gamle trær - Innførte furu-arter (Pinus spp.)    	X	4TG-PUzz_X	ikke registrert	T4/daa	4	4TG-PUzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PYco	Totalantall gamle trær - Pære (Pyrus communis)     	X	4TG-PYco_X	ikke registrert	T4/daa	4	4TG-PYco	Trinn	Kilde til variasjon
4	TG	Gammelt tre	QU	Totalantall gamle trær - Eikeslekta (Quercus sp.)     	X	4TG-QU_X	ikke registrert	T4/daa	4	4TG-QU	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAca	Totalantall gamle trær - Selje (Salix caprea)     	X	4TG-SAca_X	ikke registrert	T4/daa	4	4TG-SAca	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAda	Totalantall gamle trær - Doggpil (Salix daphnoides)     	X	4TG-SAda_X	ikke registrert	T4/daa	4	4TG-SAda	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SApe	Totalantall gamle trær - Istervier (Salix pentandra)     	X	4TG-SApe_X	ikke registrert	T4/daa	4	4TG-SApe	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAtr	Totalantall gamle trær - Mandelpil (Salix triandra)     	X	4TG-SAtr_X	ikke registrert	T4/daa	4	4TG-SAtr	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAzz	Totalantall gamle trær - Innførte pilearter (Salix spp.)    	X	4TG-SAzz_X	ikke registrert	T4/daa	4	4TG-SAzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SOau	Totalantall gamle trær - Rogn (Sorbus aucuparia)     	X	4TG-SOau_X	ikke registrert	T4/daa	4	4TG-SOau	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SOzz	Totalantall gamle trær - Asal (Sorbus-arter unntatt rogn)    	X	4TG-SOzz_X	ikke registrert	T4/daa	4	4TG-SOzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	TAba	Totalantall gamle trær - Barlind (Taxus baccata)     	X	4TG-TAba_X	ikke registrert	T4/daa	4	4TG-TAba	Trinn	Kilde til variasjon
4	TG	Gammelt tre	TIco	Totalantall gamle trær - Lind (Tilia cordata)     	X	4TG-TIco_X	ikke registrert	T4/daa	4	4TG-TIco	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ULgl	Totalantall gamle trær - Alm (Ulmus glabra)     	X	4TG-ULgl_X	ikke registrert	T4/daa	4	4TG-ULgl	Trinn	Kilde til variasjon
4	TG	Gammelt tre	XY	Totalantall gamle trær av et gitt treslag	X	4TG-XY_X	ikke registrert	T4/daa	4	4TG-XY	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	BS	Tre med brannspor	X	4TL-BS_X	ikke registrert	T4/daa	5	4TL-BS	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	HE	Hengelavstre	X	4TL-HE_X	ikke registrert	T4/daa	4	4TL-HE	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	HL	Hult lauvtre	X	4TL-HL_X	ikke registrert	T4/daa	4	4TL-HL	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	RB	Rikbarkstre	X	4TL-RB_X	ikke registrert	T4/daa	4	4TL-RB	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	SB	Tre med sprekkebark	X	4TL-SB_X	ikke registrert	T4/daa	4	4TL-SB	Trinn	Kilde til variasjon
4	TS	Trestørrelse	AB-TS	Totalantall store trær - Edelgranslekta (Abies spp.)     	X	4TS-AB-TS_X	ikke registrert	T4/daa	4	4TS-AB-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ACpl-TS	Totalantall store trær - Spisslønn (Acer platanoides)     	X	4TS-ACpl-TS_X	ikke registrert	T4/daa	4	4TS-ACpl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ACps-TS	Totalantall store trær - Platanlønn (Acer pseudoplatanus)     	X	4TS-ACps-TS_X	ikke registrert	T4/daa	4	4TS-ACps-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	AEhi-TS	Totalantall store trær - Hestekastanje (Aesculus hippocastanum)     	X	4TS-AEhi-TS_X	ikke registrert	T4/daa	4	4TS-AEhi-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ALgl-TS	Totalantall store trær - Svartor (Alnus glutinosus)     	X	4TS-ALgl-TS_X	ikke registrert	T4/daa	4	4TS-ALgl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ALin-TS	Totalantall store trær - Gråor (Alnus incana)     	X	4TS-ALin-TS_X	ikke registrert	T4/daa	4	4TS-ALin-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BEpe-TS	Totalantall store trær - Hengebjørk (Betula pendula)     	X	4TS-BEpe-TS_X	ikke registrert	T4/daa	4	4TS-BEpe-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BEpu-TS	Totalantall store trær - Bjørk (Betula pubescens)     	X	4TS-BEpu-TS_X	ikke registrert	T4/daa	4	4TS-BEpu-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BE-TS	Totalantall store trær - Bjørkeslekta (Betula spp.)     	X	4TS-BE-TS_X	ikke registrert	T4/daa	4	4TS-BE-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BL-TS	Totalantall store trær - Boreale lauvtrær	X	4TS-BL-TS_X	ikke registrert	T4/daa	4	4TS-BL-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	COav-TS	Totalantall store trær - Hassel (Corylus avellana)     	X	4TS-COav-TS_X	ikke registrert	T4/daa	4	4TS-COav-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	EL-TS	Totalantall store trær - Edellauvtrær	X	4TS-EL-TS_X	ikke registrert	T4/daa	4	4TS-EL-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FAsy-TS	Totalantall store trær - Bøk (Fagus sulvatica)     	X	4TS-FAsy-TS_X	ikke registrert	T4/daa	4	4TS-FAsy-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FB-TS	Totalantall store trær - Fremmede bartrær	X	4TS-FB-TS_X	ikke registrert	T4/daa	4	4TS-FB-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FRex-TS	Totalantall store trær - Ask (Fraxinus excelsior)     	X	4TS-FRex-TS_X	ikke registrert	T4/daa	4	4TS-FRex-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FUal-TS	Totalantall store trær - Trollhegg (Frangula alnus)     	X	4TS-FUal-TS_X	ikke registrert	T4/daa	4	4TS-FUal-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	GF-TS	Totalantall store trær - Gran eller furu	X	4TS-GF-TS_X	ikke registrert	T4/daa	4	4TS-GF-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	LA-TS	Totalantall store trær - Lerk (Larix spp.)     	X	4TS-LA-TS_X	ikke registrert	T4/daa	4	4TS-LA-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	MAsy-TS	Totalantall store trær - Eple (Malus sylvestris)     	X	4TS-MAsy-TS_X	ikke registrert	T4/daa	4	4TS-MAsy-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PIab-TS	Totalantall store trær - Gran (Picea abies)     	X	4TS-PIab-TS_X	ikke registrert	T4/daa	4	4TS-PIab-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PIzz-TS	Totalantall store trær - Innførte gran-arter (Picea spp., inkl. sitkagran P. sitchensis)	X	4TS-PIzz-TS_X	ikke registrert	T4/daa	4	4TS-PIzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	POtr-TS	Totalantall store trær - Osp (Populus tremula)     	X	4TS-POtr-TS_X	ikke registrert	T4/daa	4	4TS-POtr-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	POzz-TS	Totalantall store trær - Innførte poppel-arter (Populus spp.)    	X	4TS-POzz-TS_X	ikke registrert	T4/daa	4	4TS-POzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRce-TS	Totalantall store trær - Kirsebær og morell (Prunus subg. Cerasus)  	X	4TS-PRce-TS_X	ikke registrert	T4/daa	4	4TS-PRce-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRdo-TS	Totalantall store trær - Plomme (Prunus domestica)     	X	4TS-PRdo-TS_X	ikke registrert	T4/daa	4	4TS-PRdo-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRpa-TS	Totalantall store trær - Hegg (Prunus padus)     	X	4TS-PRpa-TS_X	ikke registrert	T4/daa	4	4TS-PRpa-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRsp-TS	Totalantall store trær - Slåpetorn (Prunus spinosa)     	X	4TS-PRsp-TS_X	ikke registrert	T4/daa	4	4TS-PRsp-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PUsy-TS	Totalantall store trær - Furu (Pinus sylvestris)     	X	4TS-PUsy-TS_X	ikke registrert	T4/daa	4	4TS-PUsy-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PUzz-TS	Totalantall store trær - Innførte furu-arter (Pinus spp.)    	X	4TS-PUzz-TS_X	ikke registrert	T4/daa	4	4TS-PUzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PYco-TS	Totalantall store trær - Pære (Pyrus communis)     	X	4TS-PYco-TS_X	ikke registrert	T4/daa	4	4TS-PYco-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	QU-TS	Totalantall store trær - Eikeslekta (Quercus sp.)     	X	4TS-QU-TS_X	ikke registrert	T4/daa	4	4TS-QU-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAca-TS	Totalantall store trær - Selje (Salix caprea)     	X	4TS-SAca-TS_X	ikke registrert	T4/daa	4	4TS-SAca-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAda-TS	Totalantall store trær - Doggpil (Salix daphnoides)     	X	4TS-SAda-TS_X	ikke registrert	T4/daa	4	4TS-SAda-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SApe-TS	Totalantall store trær - Istervier (Salix pentandra)     	X	4TS-SApe-TS_X	ikke registrert	T4/daa	4	4TS-SApe-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAtr-TS	Totalantall store trær - Mandelpil (Salix triandra)     	X	4TS-SAtr-TS_X	ikke registrert	T4/daa	4	4TS-SAtr-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAzz-TS	Totalantall store trær - Innførte pilearter (Salix spp.)    	X	4TS-SAzz-TS_X	ikke registrert	T4/daa	4	4TS-SAzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SOau-TS	Totalantall store trær - Rogn (Sorbus aucuparia)     	X	4TS-SOau-TS_X	ikke registrert	T4/daa	4	4TS-SOau-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SOzz-TS	Totalantall store trær - Asal (Sorbus-arter unntatt rogn)    	X	4TS-SOzz-TS_X	ikke registrert	T4/daa	4	4TS-SOzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	T0	Totalt treantall 	X	4TS-T0_X	ikke registrert	T4/daa	4	4TS-T0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TAba-TS	Totalantall store trær - Barlind (Taxus baccata)     	X	4TS-TAba-TS_X	ikke registrert	T4/daa	4	4TS-TAba-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TIco-TS	Totalantall store trær - Lind (Tilia cordata)     	X	4TS-TIco-TS_X	ikke registrert	T4/daa	4	4TS-TIco-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TS	Totalantall store trær	X	4TS-TS_X	ikke registrert	T4/daa	4	4TS-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ULgl-TS	Totalantall store trær - Alm (Ulmus glabra)     	X	4TS-ULgl-TS_X	ikke registrert	T4/daa	4	4TS-ULgl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D0	Antall svært små trær, med dbh (diameter i brysthøyde) < 5 cm (per treslag)	X	4TS-XY-GD-D0_X	ikke registrert	T4/daa	4	4TS-XY-GD-D0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D1	Antall små trær, med 5 cm < dbh  < 10 cm (per treslag)	X	4TS-XY-GD-D1_X	ikke registrert	T4/daa	4	4TS-XY-GD-D1	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D2	Antall nokså små trær, med 10 cm < dbh  < 20 cm (per treslag)	X	4TS-XY-GD-D2_X	ikke registrert	T4/daa	4	4TS-XY-GD-D2	Trinn	Kilde til variasjon
